,0,num_reviews,review_score,review_score_desc,total_positive,total_negative,total_reviews
6832,1612150,1,0,1 user reviews,0,1,1
6833,1520510,2,0,2 user reviews,1,1,2
6834,1604690,0,0,No user reviews,0,0,0
6835,1610330,2,0,2 user reviews,1,1,2
6836,1605290,2,0,2 user reviews,2,0,2
6837,1543460,1,7,Positive,11,1,12
6838,1483970,7,0,7 user reviews,6,1,7
6839,1567490,20,7,Positive,20,2,22
6840,1406780,1,8,Very Positive,312,26,338
6841,622680,2,6,Mostly Positive,27,9,36
6842,1617190,0,0,No user reviews,0,0,0
6843,1519000,1,0,1 user reviews,1,0,1
6844,1598360,0,0,No user reviews,0,0,0
6845,1237510,2,7,Positive,31,7,38
6846,1510090,2,0,2 user reviews,1,1,2
6847,826740,20,5,Mixed,41,27,68
6848,1302570,20,7,Positive,21,5,26
6849,1519070,15,5,Mixed,9,6,15
6850,979070,1,8,Very Positive,493,80,573
6851,1431610,0,0,No user reviews,0,0,0
6852,1600140,10,7,Positive,8,2,10
6853,1555590,20,7,Positive,22,2,24
6854,1612360,0,0,No user reviews,0,0,0
6855,1564940,8,0,8 user reviews,8,0,8
6856,1068360,20,8,Very Positive,93,9,102
6857,1600210,2,0,2 user reviews,2,0,2
6858,1600230,0,0,No user reviews,0,0,0
6859,1271850,20,6,Mostly Positive,14,6,20
6860,523770,1,8,Very Positive,79,17,96
6861,995170,1,0,6 user reviews,5,1,6
6862,1389550,1,8,Very Positive,317,49,366
6863,1364100,1,8,Very Positive,300,16,316
6864,1580970,0,0,No user reviews,0,0,0
6865,1385260,16,7,Positive,16,0,16
6866,1620330,0,0,No user reviews,0,0,0
6867,1563940,0,0,No user reviews,0,0,0
6868,1627290,0,0,No user reviews,0,0,0
6869,1626180,0,0,No user reviews,0,0,0
6870,1432200,1,7,Positive,42,1,43
6871,1602900,0,0,No user reviews,0,0,0
6872,1566990,5,0,5 user reviews,4,1,5
6873,1237040,1,8,Very Positive,60,6,66
6874,1343640,1,8,Very Positive,82,7,89
6875,1093290,4,8,Very Positive,136,5,141
6876,1418830,4,0,4 user reviews,4,0,4
6877,1559040,0,0,No user reviews,0,0,0
6878,1597350,3,0,3 user reviews,0,3,3
6879,1526220,1,0,1 user reviews,1,0,1
6880,1363360,3,7,Positive,38,9,47
6881,1583300,4,0,4 user reviews,2,2,4
6882,1573620,7,0,7 user reviews,7,0,7
6883,1232890,1,0,6 user reviews,5,1,6
6884,1565870,0,0,No user reviews,0,0,0
6885,1361010,1,5,Mixed,14,7,21
6886,1595090,5,0,5 user reviews,3,2,5
6887,1350440,1,0,1 user reviews,1,0,1
6888,1323540,20,7,Positive,36,2,38
6889,1583140,20,7,Positive,24,3,27
6890,1626130,0,0,No user reviews,0,0,0
6891,1566700,8,0,8 user reviews,1,7,8
6892,1581740,10,7,Positive,10,0,10
6893,696630,2,0,2 user reviews,2,0,2
6894,1419350,19,5,Mixed,10,9,19
6895,1571190,0,0,No user reviews,0,0,0
6896,1625960,20,6,Mostly Positive,27,11,38
6897,657000,1,8,Very Positive,105,6,111
6898,1622690,0,0,No user reviews,0,0,0
6899,1622660,0,0,No user reviews,0,0,0
6900,1416230,2,8,Very Positive,284,61,345
6901,1579260,1,5,Mixed,38,17,55
6902,1619110,0,0,No user reviews,0,0,0
6903,1147460,2,0,2 user reviews,2,0,2
6904,1626570,1,0,2 user reviews,2,0,2
6905,1622600,2,0,2 user reviews,1,1,2
6906,1225660,3,0,3 user reviews,2,1,3
6907,1559270,1,0,1 user reviews,1,0,1
6908,1608890,0,0,No user reviews,0,0,0
6909,1608730,0,0,No user reviews,0,0,0
6910,1623850,0,0,No user reviews,0,0,0
6911,1502610,0,0,No user reviews,0,0,0
6912,1357390,0,0,No user reviews,0,0,0
6913,1606800,3,0,3 user reviews,3,0,3
6914,1567420,0,0,No user reviews,0,0,0
6915,1145490,11,6,Mostly Positive,8,3,11
6916,1218500,2,8,Very Positive,499,80,579
6917,1018960,1,0,3 user reviews,1,2,3
6918,1625370,0,0,No user reviews,0,0,0
6919,1527520,20,7,Positive,43,1,44
6920,751490,13,7,Positive,13,0,13
6921,1460540,0,0,No user reviews,0,0,0
6922,1624610,1,0,1 user reviews,1,0,1
6923,1567690,1,0,1 user reviews,0,1,1
6924,1586880,1,6,Mostly Positive,40,12,52
6925,1211740,14,7,Positive,12,2,14
6926,1622810,1,5,Mixed,13,12,25
6927,1614040,0,0,No user reviews,0,0,0
6928,1483430,0,0,No user reviews,0,0,0
6929,1167140,4,8,Very Positive,244,55,299
6930,1597170,10,7,Positive,8,2,10
6931,1552040,1,0,1 user reviews,1,0,1
6932,1626110,1,0,4 user reviews,3,1,4
6933,1462430,20,7,Positive,32,0,32
6934,1620020,0,0,No user reviews,0,0,0
6935,1259420,20,8,Very Positive,16162,1296,17458
6936,1482800,1,0,1 user reviews,1,0,1
6937,1568480,11,7,Positive,9,2,11
6938,1465360,20,8,Very Positive,5562,789,6351
6939,1280940,10,7,Positive,9,1,10
6940,1617780,0,0,No user reviews,0,0,0
6941,1583410,0,0,No user reviews,0,0,0
6942,1404630,1,0,1 user reviews,1,0,1
6943,1543340,13,5,Mixed,9,4,13
6944,1588760,3,7,Positive,40,3,43
6945,1612350,1,0,1 user reviews,1,0,1
6946,1611320,0,0,No user reviews,0,0,0
6947,1533090,1,5,Mixed,9,7,16
6948,1611870,1,0,1 user reviews,0,1,1
6949,1491480,1,0,1 user reviews,1,0,1
6950,1602590,3,0,3 user reviews,1,2,3
6951,1625840,1,0,1 user reviews,0,1,1
6952,1564150,6,0,6 user reviews,6,0,6
6953,1574370,1,0,4 user reviews,3,1,4
6954,1105460,1,5,Mixed,9,4,13
6955,1588620,6,0,6 user reviews,5,1,6
6956,1612870,0,0,No user reviews,0,0,0
6957,1204800,0,0,No user reviews,0,0,0
6958,1602810,2,0,2 user reviews,2,0,2
6959,1622030,0,0,No user reviews,0,0,0
6960,1619390,2,0,2 user reviews,2,0,2
6961,1624210,14,7,Positive,13,1,14
6962,1625510,16,7,Positive,13,3,16
6963,1615020,0,0,No user reviews,0,0,0
6964,1605580,0,0,No user reviews,0,0,0
6965,1622680,0,0,No user reviews,0,0,0
6966,915310,4,9,Overwhelmingly Positive,3121,147,3268
6967,1625790,3,0,3 user reviews,3,0,3
6968,1625060,0,0,No user reviews,0,0,0
6969,1599760,0,0,No user reviews,0,0,0
6970,1600250,1,0,1 user reviews,0,1,1
6971,1600180,1,0,1 user reviews,1,0,1
6972,1622720,0,0,No user reviews,0,0,0
6973,1569620,0,0,No user reviews,0,0,0
6974,1375280,0,0,No user reviews,0,0,0
6975,1600100,10,6,Mostly Positive,7,3,10
6976,1548280,1,0,5 user reviews,4,1,5
6977,1578960,20,7,Positive,37,6,43
6978,1622090,0,0,No user reviews,0,0,0
6979,1623720,0,0,No user reviews,0,0,0
6980,1609710,0,0,No user reviews,0,0,0
6981,1462760,5,0,5 user reviews,4,1,5
6982,1534040,0,0,No user reviews,0,0,0
6983,1519880,3,0,3 user reviews,3,0,3
6984,1612110,4,0,4 user reviews,3,1,4
6985,1604540,1,7,Positive,12,1,13
6986,1606580,0,0,No user reviews,0,0,0
6987,1617480,2,7,Positive,33,8,41
6988,1623550,0,0,No user reviews,0,0,0
6989,1623410,0,0,No user reviews,0,0,0
6990,1623220,1,0,1 user reviews,1,0,1
6991,1618000,0,0,No user reviews,0,0,0
6992,1617920,0,0,No user reviews,0,0,0
6993,1615560,0,0,No user reviews,0,0,0
6994,1578950,1,7,Positive,26,2,28
6995,1597900,2,0,2 user reviews,2,0,2
6996,1623380,8,0,8 user reviews,8,0,8
6997,1605340,4,0,4 user reviews,1,3,4
6998,1606890,1,0,2 user reviews,2,0,2
6999,1394320,14,7,Positive,13,1,14
7000,1482840,0,0,No user reviews,0,0,0
7001,1561480,1,0,1 user reviews,0,1,1
7002,1571690,15,7,Positive,14,1,15
7003,1596130,0,0,No user reviews,0,0,0
7004,1629770,3,0,3 user reviews,3,0,3
7005,1513800,1,0,1 user reviews,1,0,1
7006,1535900,0,0,No user reviews,0,0,0
7007,1566500,2,0,2 user reviews,2,0,2
7008,1610870,0,0,No user reviews,0,0,0
7009,1617360,2,0,2 user reviews,1,1,2
7010,1531550,20,7,Positive,34,4,38
7011,1617560,1,0,1 user reviews,1,0,1
7012,1420400,5,0,5 user reviews,4,1,5
7013,1615060,20,7,Positive,38,5,43
7014,1618030,3,0,3 user reviews,0,3,3
7015,1085970,4,0,4 user reviews,2,2,4
7016,1599390,1,0,6 user reviews,5,1,6
7017,1522470,7,0,7 user reviews,7,0,7
7018,1328670,20,8,Very Positive,20781,1270,22051
7019,1587700,4,0,4 user reviews,4,0,4
7020,1580890,2,0,2 user reviews,1,1,2
7021,1609660,1,0,1 user reviews,1,0,1
7022,1585360,0,0,No user reviews,0,0,0
7023,1361680,3,0,3 user reviews,2,1,3
7024,1596980,18,7,Positive,15,3,18
7025,1592880,9,0,9 user reviews,8,1,9
7026,1231940,20,7,Positive,32,6,38
7027,1602100,0,0,No user reviews,0,0,0
7028,1183580,1,6,Mostly Positive,27,8,35
7029,1502680,12,7,Positive,12,0,12
7030,1542130,3,0,3 user reviews,2,1,3
7031,1576620,0,0,No user reviews,0,0,0
7032,1594950,0,0,No user reviews,0,0,0
7033,1620360,0,0,No user reviews,0,0,0
7034,1601170,1,0,9 user reviews,5,4,9
7035,1556920,3,0,3 user reviews,3,0,3
7036,1439220,8,0,8 user reviews,4,4,8
7037,1593260,4,0,4 user reviews,2,2,4
7038,1616210,6,0,6 user reviews,3,3,6
7039,1597240,2,0,2 user reviews,2,0,2
7040,1566840,9,0,9 user reviews,9,0,9
7041,1000000,5,0,5 user reviews,2,3,5
7042,1612120,5,0,5 user reviews,5,0,5
7043,1579530,4,0,4 user reviews,4,0,4
7044,1527620,13,7,Positive,12,1,13
7045,1620800,0,0,No user reviews,0,0,0
7046,1571180,0,0,No user reviews,0,0,0
7047,1611150,0,0,No user reviews,0,0,0
7048,848450,20,8,Very Positive,36749,3605,40354
7049,1586970,0,0,No user reviews,0,0,0
7050,1600200,1,0,1 user reviews,1,0,1
7051,1525390,0,0,No user reviews,0,0,0
7052,1430810,5,0,5 user reviews,1,4,5
7053,1618140,0,0,No user reviews,0,0,0
7054,1585680,5,0,5 user reviews,3,2,5
7055,1575960,0,0,No user reviews,0,0,0
7056,1523390,20,7,Positive,27,1,28
7057,1599470,1,8,Very Positive,94,1,95
7058,1609040,1,5,Mixed,8,5,13
7059,1282080,13,5,Mixed,9,4,13
7060,1392780,1,7,Positive,22,4,26
7061,1306630,5,8,Very Positive,712,93,805
7062,1572040,1,8,Very Positive,86,2,88
7063,1585910,3,8,Very Positive,257,19,276
7064,1073910,1,6,Mostly Positive,382,113,495
7065,1415840,0,0,No user reviews,0,0,0
7066,1509790,3,0,3 user reviews,3,0,3
7067,952240,20,5,Mixed,15,15,30
7068,1560130,7,0,7 user reviews,7,0,7
7069,1042380,2,6,Mostly Positive,259,75,334
7070,1593410,16,7,Positive,16,0,16
7071,1546640,10,5,Mixed,4,6,10
7072,1599540,1,0,1 user reviews,1,0,1
7073,1587390,0,0,No user reviews,0,0,0
7074,1616300,0,0,No user reviews,0,0,0
7075,1620580,13,7,Positive,11,2,13
7076,1611270,4,0,4 user reviews,4,0,4
7077,1520500,2,8,Very Positive,287,53,340
7078,1612270,4,0,4 user reviews,3,1,4
7079,1575480,1,0,1 user reviews,0,1,1
7080,1579730,4,0,4 user reviews,4,0,4
7081,1590600,1,8,Very Positive,104,8,112
7082,1377580,0,0,No user reviews,0,0,0
7083,1447140,1,0,1 user reviews,1,0,1
7084,1570320,7,0,7 user reviews,7,0,7
7085,1565290,0,0,No user reviews,0,0,0
7086,1478960,0,0,No user reviews,0,0,0
7087,1248060,4,5,Mixed,80,96,176
7088,598550,17,8,Very Positive,986,58,1044
7089,1586070,0,0,No user reviews,0,0,0
7090,1600620,1,0,1 user reviews,1,0,1
7091,1439970,1,0,1 user reviews,0,1,1
7092,1597270,20,7,Positive,27,3,30
7093,1520090,1,0,7 user reviews,1,6,7
7094,1613150,8,0,8 user reviews,8,0,8
7095,1340180,0,0,No user reviews,0,0,0
7096,1127970,1,6,Mostly Positive,31,9,40
7097,1568260,2,0,2 user reviews,2,0,2
7098,1619260,2,0,2 user reviews,1,1,2
7099,1612820,0,0,No user reviews,0,0,0
7100,1552130,1,8,Very Positive,63,3,66
7101,1609050,0,0,No user reviews,0,0,0
7102,1541590,4,0,4 user reviews,4,0,4
7103,1573970,0,0,No user reviews,0,0,0
7104,1222340,1,7,Positive,18,2,20
7105,1441230,1,8,Very Positive,71,8,79
7106,1417950,7,0,7 user reviews,4,3,7
7107,1351500,20,5,Mixed,32,16,48
7108,1617020,7,0,7 user reviews,6,1,7
7109,1583910,15,7,Positive,15,0,15
7110,1431940,4,0,4 user reviews,3,1,4
7111,1471040,6,4,Mostly Negative,76,119,195
7112,1599510,14,5,Mixed,9,5,14
7113,1470690,2,0,2 user reviews,0,2,2
7114,1616510,0,0,No user reviews,0,0,0
7115,1611540,11,6,Mostly Positive,8,3,11
7116,1571030,0,0,No user reviews,0,0,0
7117,1370970,2,0,2 user reviews,1,1,2
7118,1561860,2,0,2 user reviews,1,1,2
7119,1613230,0,0,No user reviews,0,0,0
7120,1590270,18,7,Positive,15,3,18
7121,1587350,9,0,9 user reviews,9,0,9
7122,1569820,0,0,No user reviews,0,0,0
7123,1378870,3,0,3 user reviews,2,1,3
7124,830580,19,3,Negative,3,16,19
7125,1538480,1,0,1 user reviews,1,0,1
7126,927350,3,5,Mixed,1791,1651,3442
7127,1590900,0,0,No user reviews,0,0,0
7128,1439630,3,0,3 user reviews,1,2,3
7129,1602770,0,0,No user reviews,0,0,0
7130,1587210,3,0,3 user reviews,3,0,3
7131,1380760,3,0,3 user reviews,2,1,3
7132,1515710,1,0,7 user reviews,5,2,7
7133,1542060,12,7,Positive,11,1,12
7134,1616550,0,0,No user reviews,0,0,0
7135,1412030,7,0,7 user reviews,2,5,7
7136,1617790,0,0,No user reviews,0,0,0
7137,1618240,1,0,1 user reviews,0,1,1
7138,1277140,3,0,3 user reviews,2,1,3
7139,1288110,1,0,1 user reviews,0,1,1
7140,1600160,0,0,No user reviews,0,0,0
7141,1600170,0,0,No user reviews,0,0,0
7142,1600190,0,0,No user reviews,0,0,0
7143,1595030,1,8,Very Positive,185,28,213
7144,1502660,0,0,No user reviews,0,0,0
7145,1609590,0,0,No user reviews,0,0,0
7146,1568060,1,0,1 user reviews,0,1,1
7147,1570730,0,0,No user reviews,0,0,0
7148,1592260,0,0,No user reviews,0,0,0
7149,1603480,2,0,2 user reviews,2,0,2
7150,1484560,8,0,8 user reviews,5,3,8
7151,1470870,0,0,No user reviews,0,0,0
7152,1219590,0,0,No user reviews,0,0,0
7153,882460,4,0,4 user reviews,1,3,4
7154,886310,4,0,4 user reviews,2,2,4
7155,869340,7,0,7 user reviews,1,6,7
7156,1506900,0,0,No user reviews,0,0,0
7157,1605440,14,6,Mostly Positive,11,3,14
7158,1044480,7,0,7 user reviews,6,1,7
7159,1555070,1,0,1 user reviews,1,0,1
7160,1610410,0,0,No user reviews,0,0,0
7161,1530890,20,5,Mixed,13,9,22
7162,1605120,0,0,No user reviews,0,0,0
7163,1611890,2,0,2 user reviews,1,1,2
7164,1561020,1,0,1 user reviews,1,0,1
7165,1609310,15,5,Mixed,6,9,15
7166,1131080,9,0,9 user reviews,7,2,9
7167,1530260,1,0,1 user reviews,1,0,1
7168,1157670,5,0,5 user reviews,5,0,5
7169,1606590,11,6,Mostly Positive,8,3,11
7170,1624570,8,0,8 user reviews,7,1,8
7171,1613330,1,0,4 user reviews,2,2,4
7172,1588190,0,0,No user reviews,0,0,0
7173,1304780,20,5,Mixed,17,11,28
7174,1567080,1,8,Very Positive,133,19,152
7175,1566060,2,8,Very Positive,262,40,302
7176,1564280,2,0,2 user reviews,2,0,2
7177,757820,7,0,7 user reviews,6,1,7
7178,1582810,1,0,1 user reviews,0,1,1
7179,1590970,2,0,2 user reviews,2,0,2
7180,1567380,7,0,7 user reviews,7,0,7
7181,1583280,2,0,2 user reviews,2,0,2
7182,628200,4,8,Very Positive,184,45,229
7183,1537540,0,0,No user reviews,0,0,0
7184,1582960,0,0,No user reviews,0,0,0
7185,1290490,0,0,No user reviews,0,0,0
7186,593640,1,8,Very Positive,305,19,324
7187,1551010,6,0,6 user reviews,6,0,6
7188,1545690,0,0,No user reviews,0,0,0
7189,1601890,2,0,2 user reviews,2,0,2
7190,1601930,0,0,No user reviews,0,0,0
7191,1601900,0,0,No user reviews,0,0,0
7192,1601040,6,0,6 user reviews,3,3,6
7193,1588110,0,0,No user reviews,0,0,0
7194,1611880,0,0,No user reviews,0,0,0
7195,1607450,2,0,2 user reviews,2,0,2
7196,1509960,20,8,Very Positive,5203,401,5604
7197,1500470,18,7,Positive,18,0,18
7198,1566920,10,5,Mixed,6,4,10
7199,1624860,0,0,No user reviews,0,0,0
7200,1610960,2,0,2 user reviews,0,2,2
7201,1347970,1,8,Very Positive,357,8,365
7202,1608250,1,0,1 user reviews,1,0,1
7203,1602600,2,0,2 user reviews,1,1,2
7204,1585590,3,0,3 user reviews,2,1,3
7205,1581190,1,0,1 user reviews,1,0,1
7206,1556160,7,0,7 user reviews,7,0,7
7207,1533910,0,0,No user reviews,0,0,0
7208,1608200,1,0,1 user reviews,0,1,1
7209,1264730,15,7,Positive,15,0,15
7210,1468240,20,6,Mostly Positive,15,6,21
7211,1196590,20,9,Overwhelmingly Positive,28174,1388,29562
7212,1600700,2,0,2 user reviews,2,0,2
7213,1544430,8,0,8 user reviews,6,2,8
7214,1570990,3,0,3 user reviews,3,0,3
7215,1506260,20,7,Positive,20,0,20
7216,1550680,2,0,2 user reviews,2,0,2
7217,1564240,4,0,4 user reviews,4,0,4
7218,1563530,1,7,Positive,18,0,18
7219,937310,1,8,Very Positive,290,41,331
7220,1422180,12,5,Mixed,8,4,12
7221,1540960,0,0,No user reviews,0,0,0
7222,1432500,3,8,Very Positive,102,7,109
7223,1588600,3,0,3 user reviews,2,1,3
7224,1609160,3,6,Mostly Positive,84,32,116
7225,1611640,6,0,6 user reviews,6,0,6
7226,1361670,20,7,Positive,42,6,48
7227,1582900,0,0,No user reviews,0,0,0
7228,1470020,0,0,No user reviews,0,0,0
7229,1123830,2,6,Mostly Positive,420,115,535
7230,1561750,0,0,No user reviews,0,0,0
7231,1572970,2,0,2 user reviews,2,0,2
7232,1485240,16,5,Mixed,9,7,16
7233,1610660,1,0,1 user reviews,1,0,1
7234,1610730,0,0,No user reviews,0,0,0
7235,1552240,19,5,Mixed,13,6,19
7236,1422980,0,0,No user reviews,0,0,0
7237,1257300,1,0,1 user reviews,1,0,1
7238,1409190,0,0,No user reviews,0,0,0
7239,1610790,10,7,Positive,10,0,10
7240,1605590,5,0,5 user reviews,1,4,5
7241,1571340,11,5,Mixed,231,131,362
7242,1610630,3,0,3 user reviews,2,1,3
7243,1605910,0,0,No user reviews,0,0,0
7244,1596290,0,0,No user reviews,0,0,0
7245,1606790,1,0,1 user reviews,0,1,1
7246,1610560,8,0,8 user reviews,5,3,8
7247,1367980,5,0,5 user reviews,5,0,5
7248,1584750,20,6,Mostly Positive,33,9,42
7249,1443330,14,7,Positive,13,1,14
7250,1465450,5,0,5 user reviews,1,4,5
7251,1606980,6,0,6 user reviews,3,3,6
7252,1570340,0,0,No user reviews,0,0,0
7253,1607870,0,0,No user reviews,0,0,0
7254,800830,4,0,4 user reviews,3,1,4
7255,972510,0,0,No user reviews,0,0,0
7256,1569560,0,0,No user reviews,0,0,0
7257,1602330,9,0,9 user reviews,9,0,9
7258,1588590,4,0,4 user reviews,4,0,4
7259,1359630,0,0,No user reviews,0,0,0
7260,1206600,1,5,Mixed,156,68,224
7261,1472540,12,7,Positive,11,1,12
7262,1554080,20,7,Positive,22,3,25
7263,1584420,10,7,Positive,10,0,10
7264,1547420,2,0,2 user reviews,1,1,2
7265,1606640,1,0,2 user reviews,2,0,2
7266,1594970,0,0,No user reviews,0,0,0
7267,1599690,1,7,Positive,20,1,21
7268,1581750,1,0,1 user reviews,1,0,1
7269,1522800,2,0,2 user reviews,1,1,2
7270,1090760,1,5,Mixed,78,104,182
7271,1600870,9,0,9 user reviews,8,1,9
7272,1612200,12,7,Positive,12,0,12
7273,1605720,11,7,Positive,11,0,11
7274,1607470,1,0,1 user reviews,0,1,1
7275,1603770,0,0,No user reviews,0,0,0
7276,1603780,0,0,No user reviews,0,0,0
7277,1603790,0,0,No user reviews,0,0,0
7278,1583730,1,0,1 user reviews,0,1,1
7279,1560050,2,0,2 user reviews,2,0,2
7280,1557700,1,6,Mostly Positive,9,3,12
7281,1591950,0,0,No user reviews,0,0,0
7282,1184090,11,5,Mixed,6,5,11
7283,1597470,3,0,3 user reviews,3,0,3
7284,1580510,3,0,3 user reviews,0,3,3
7285,1576590,2,5,Mixed,7,7,14
7286,1603270,3,0,3 user reviews,3,0,3
7287,1593180,14,6,Mostly Positive,10,4,14
7288,1607620,0,0,No user reviews,0,0,0
7289,1626560,1,0,1 user reviews,1,0,1
7290,1565670,2,8,Very Positive,86,17,103
7291,1549200,1,5,Mixed,16,8,24
7292,1583190,1,0,1 user reviews,0,1,1
7293,1436210,0,0,No user reviews,0,0,0
7294,1610140,2,0,2 user reviews,2,0,2
7295,1594910,0,0,No user reviews,0,0,0
7296,1604350,0,0,No user reviews,0,0,0
7297,1606500,0,0,No user reviews,0,0,0
7298,1599630,20,7,Positive,29,3,32
7299,1470750,4,0,4 user reviews,2,2,4
7300,1535360,0,0,No user reviews,0,0,0
7301,1607180,0,0,No user reviews,0,0,0
7302,1244520,7,0,7 user reviews,6,1,7
7303,1594860,0,0,No user reviews,0,0,0
7304,1554400,0,0,No user reviews,0,0,0
7305,1515450,7,0,7 user reviews,1,6,7
7306,1450750,1,0,1 user reviews,0,1,1
7307,1591200,0,0,No user reviews,0,0,0
7308,1591190,0,0,No user reviews,0,0,0
7309,1606450,1,0,1 user reviews,1,0,1
7310,1451540,0,0,No user reviews,0,0,0
7311,1351510,3,0,3 user reviews,3,0,3
7312,1557070,0,0,No user reviews,0,0,0
7313,1596580,13,7,Positive,11,2,13
7314,1596890,0,0,No user reviews,0,0,0
7315,1506960,0,0,No user reviews,0,0,0
7316,1024850,1,0,1 user reviews,1,0,1
7317,1605270,1,0,1 user reviews,1,0,1
7318,1589460,2,0,2 user reviews,2,0,2
7319,1604700,6,0,6 user reviews,6,0,6
7320,1528120,1,7,Positive,32,5,37
7321,1604240,2,8,Very Positive,78,1,79
7322,1599520,7,0,7 user reviews,7,0,7
7323,1589880,4,0,4 user reviews,3,1,4
7324,1607850,0,0,No user reviews,0,0,0
7325,1609470,1,0,6 user reviews,4,2,6
7326,1554770,17,4,Mostly Negative,6,11,17
7327,1577380,0,0,No user reviews,0,0,0
7328,1606760,15,6,Mostly Positive,11,4,15
7329,1608980,4,0,4 user reviews,2,2,4
7330,1578410,3,0,3 user reviews,2,1,3
7331,1577860,0,0,No user reviews,0,0,0
7332,1589260,0,0,No user reviews,0,0,0
7333,1593190,4,0,4 user reviews,1,3,4
7334,1574910,1,8,Very Positive,57,0,57
7335,1604400,0,0,No user reviews,0,0,0
7336,1495420,20,8,Very Positive,67,11,78
7337,1604840,5,0,5 user reviews,4,1,5
7338,1494140,1,6,Mostly Positive,15,5,20
7339,1319790,20,8,Very Positive,52,0,52
7340,1535660,0,0,No user reviews,0,0,0
7341,1526500,1,0,1 user reviews,1,0,1
7342,1607860,0,0,No user reviews,0,0,0
7343,1592860,0,0,No user reviews,0,0,0
7344,1090020,4,0,4 user reviews,4,0,4
7345,1608210,2,0,2 user reviews,1,1,2
7346,1336690,0,0,No user reviews,0,0,0
7347,1513180,0,0,No user reviews,0,0,0
7348,1584360,4,0,4 user reviews,2,2,4
7349,1591360,0,0,No user reviews,0,0,0
7350,1607570,0,0,No user reviews,0,0,0
7351,1598220,1,0,8 user reviews,8,0,8
7352,1566870,0,0,No user reviews,0,0,0
7353,1141550,19,8,Very Positive,1002,56,1058
7354,1606950,11,7,Positive,9,2,11
7355,1596610,10,7,Positive,9,1,10
7356,1591340,8,0,8 user reviews,5,3,8
7357,1261200,3,0,3 user reviews,2,1,3
7358,1495570,1,6,Mostly Positive,7,3,10
7359,1486660,0,0,No user reviews,0,0,0
7360,1398110,1,0,1 user reviews,0,1,1
7361,1604160,3,0,3 user reviews,2,1,3
7362,1603220,4,0,4 user reviews,1,3,4
7363,1502110,15,7,Positive,12,3,15
7364,1462560,0,0,No user reviews,0,0,0
7365,1508900,3,0,3 user reviews,1,2,3
7366,1561560,0,0,No user reviews,0,0,0
7367,1556540,0,0,No user reviews,0,0,0
7368,1585540,20,7,Positive,22,3,25
7369,1580330,2,0,2 user reviews,2,0,2
7370,1552460,0,0,No user reviews,0,0,0
7371,1551080,3,0,3 user reviews,1,2,3
7372,1524150,5,0,5 user reviews,5,0,5
7373,1305120,10,7,Positive,10,0,10
7374,1401890,3,0,3 user reviews,2,1,3
7375,1494150,3,0,3 user reviews,2,1,3
7376,1597970,2,0,2 user reviews,2,0,2
7377,1564560,1,8,Very Positive,150,11,161
7378,1145380,12,7,Positive,11,1,12
7379,1586240,1,0,5 user reviews,2,3,5
7380,552180,1,0,1 user reviews,1,0,1
7381,1601590,1,0,1 user reviews,1,0,1
7382,1535550,3,0,3 user reviews,2,1,3
7383,1288560,10,7,Positive,8,2,10
7384,1591410,0,0,No user reviews,0,0,0
7385,1568240,1,0,4 user reviews,4,0,4
7386,1599280,0,0,No user reviews,0,0,0
7387,1564930,9,0,9 user reviews,8,1,9
7388,1394930,2,7,Positive,40,0,40
7389,431950,20,7,Positive,21,5,26
7390,1606300,20,7,Positive,26,0,26
7391,460730,1,0,1 user reviews,1,0,1
7392,1540220,1,8,Very Positive,127,5,132
7393,1442820,1,6,Mostly Positive,172,46,218
7394,442210,20,8,Very Positive,93,11,104
7395,1617370,6,0,6 user reviews,5,1,6
7396,1527260,8,0,8 user reviews,3,5,8
7397,1570150,0,0,No user reviews,0,0,0
7398,1591470,1,7,Positive,22,5,27
7399,1573790,20,5,Mixed,14,7,21
7400,1285920,20,8,Very Positive,140,17,157
7401,985240,9,0,9 user reviews,7,2,9
7402,1572930,1,0,1 user reviews,1,0,1
7403,1581580,20,7,Positive,24,1,25
7404,1527780,7,0,7 user reviews,5,2,7
7405,1587970,13,7,Positive,11,2,13
7406,1543810,3,0,3 user reviews,0,3,3
7407,1389980,4,0,4 user reviews,2,2,4
7408,1584300,0,0,No user reviews,0,0,0
7409,1594900,0,0,No user reviews,0,0,0
7410,1294910,0,0,No user reviews,0,0,0
7411,1280060,5,0,5 user reviews,5,0,5
7412,1408100,0,0,No user reviews,0,0,0
7413,1300650,0,0,No user reviews,0,0,0
7414,1587200,0,0,No user reviews,0,0,0
7415,1601790,0,0,No user reviews,0,0,0
7416,1251850,3,6,Mostly Positive,34,11,45
7417,1601190,0,0,No user reviews,0,0,0
7418,1597260,1,0,8 user reviews,1,7,8
7419,1545450,8,9,Overwhelmingly Positive,880,23,903
7420,1452900,9,0,9 user reviews,9,0,9
7421,1051580,8,0,8 user reviews,8,0,8
7422,1541860,2,0,2 user reviews,0,2,2
7423,1399620,1,0,1 user reviews,1,0,1
7424,1604020,2,6,Mostly Positive,34,14,48
7425,1567840,4,0,4 user reviews,1,3,4
7426,1509090,1,5,Mixed,20,15,35
7427,1588580,1,0,1 user reviews,1,0,1
7428,1603460,2,0,2 user reviews,2,0,2
7429,1575060,0,0,No user reviews,0,0,0
7430,1570850,13,5,Mixed,9,4,13
7431,1349170,1,0,1 user reviews,1,0,1
7432,1593860,1,6,Mostly Positive,45,12,57
