,0,num_reviews,review_score,review_score_desc,total_positive,total_negative,total_reviews
1537,1745240,0,0,No user reviews,0,0,0
1538,1487450,5,0,5 user reviews,4,1,5
1539,1778430,0,0,No user reviews,0,0,0
1540,1607530,1,7,Positive,30,2,32
1541,1791030,1,4,Mostly Negative,5,9,14
1542,1412070,9,0,9 user reviews,4,5,9
1543,1576060,1,8,Very Positive,59,9,68
1544,1801090,0,0,No user reviews,0,0,0
1545,1471410,10,8,Very Positive,644,154,798
1546,1699890,0,0,No user reviews,0,0,0
1547,1793560,5,0,5 user reviews,4,1,5
1548,1787520,1,0,1 user reviews,1,0,1
1549,1790700,0,0,No user reviews,0,0,0
1550,1801560,1,0,1 user reviews,1,0,1
1551,1795830,2,0,2 user reviews,2,0,2
1552,1789460,0,0,No user reviews,0,0,0
1553,1780420,1,5,Mixed,8,5,13
1554,1494780,2,0,2 user reviews,2,0,2
1555,1804320,0,0,No user reviews,0,0,0
1556,1741040,3,6,Mostly Positive,33,10,43
1557,1803170,0,0,No user reviews,0,0,0
1558,1066180,4,8,Very Positive,134,29,163
1559,1750540,0,0,No user reviews,0,0,0
1560,1762390,0,0,No user reviews,0,0,0
1561,1804450,1,0,1 user reviews,0,1,1
1562,953330,18,7,Positive,18,0,18
1563,1786730,0,0,No user reviews,0,0,0
1564,1757360,0,0,No user reviews,0,0,0
1565,766570,0,0,No user reviews,0,0,0
1566,1756920,0,0,No user reviews,0,0,0
1567,329310,20,5,Mixed,27,14,41
1568,626153,0,0,No user reviews,0,0,0
1569,1645150,0,0,No user reviews,0,0,0
1570,1392690,4,0,4 user reviews,1,3,4
1571,1656820,1,5,Mixed,9,4,13
1572,1270910,0,0,No user reviews,0,0,0
1573,1798160,0,0,No user reviews,0,0,0
1574,1702170,0,0,No user reviews,0,0,0
1575,1555290,0,0,No user reviews,0,0,0
1576,1731930,10,7,Positive,10,0,10
1577,1501790,3,0,3 user reviews,3,0,3
1578,1798130,2,0,2 user reviews,2,0,2
1579,1815160,3,0,3 user reviews,0,3,3
1580,1542610,2,0,2 user reviews,0,2,2
1581,1173810,3,8,Very Positive,586,63,649
1582,1793970,0,0,No user reviews,0,0,0
1583,1775410,0,0,No user reviews,0,0,0
1584,1286880,4,5,Mixed,301,142,443
1585,1793400,0,0,No user reviews,0,0,0
1586,1791710,1,0,5 user reviews,5,0,5
1587,1590180,6,0,6 user reviews,4,2,6
1588,1788950,2,0,2 user reviews,0,2,2
1589,1507270,0,0,No user reviews,0,0,0
1590,1707690,1,0,1 user reviews,1,0,1
1591,1747310,1,0,5 user reviews,5,0,5
1592,897730,17,5,Mixed,763,356,1119
1593,1787980,0,0,No user reviews,0,0,0
1594,1638000,1,0,1 user reviews,0,1,1
1595,1778110,1,0,1 user reviews,1,0,1
1596,1525410,17,7,Positive,16,1,17
1597,1550450,9,0,9 user reviews,8,1,9
1598,1192900,2,8,Very Positive,145,30,175
1599,1789470,4,8,Very Positive,158,2,160
1600,1774160,4,0,4 user reviews,2,2,4
1601,1800950,5,0,5 user reviews,3,2,5
1602,1444190,15,7,Positive,13,2,15
1603,1712840,1,6,Mostly Positive,147,57,204
1604,898920,17,6,Mostly Positive,2396,700,3096
1605,1794760,1,7,Positive,9,2,11
1606,1283430,0,0,No user reviews,0,0,0
1607,1757680,1,7,Positive,32,6,38
1608,1751400,16,5,Mixed,11,5,16
1609,1687990,20,7,Positive,23,1,24
1610,1156760,6,0,6 user reviews,6,0,6
1611,1244460,20,8,Very Positive,6573,1080,7653
1612,1613190,3,0,3 user reviews,3,0,3
1613,1722760,3,7,Positive,37,5,42
1614,1789660,10,7,Positive,9,1,10
1615,1772710,12,7,Positive,10,2,12
1616,1793220,10,7,Positive,9,1,10
1617,1793900,13,6,Mostly Positive,10,3,13
1618,1532110,0,0,No user reviews,0,0,0
1619,1725660,0,0,No user reviews,0,0,0
1620,1252190,1,7,Positive,12,1,13
1621,1786030,6,0,6 user reviews,3,3,6
1622,1630130,3,0,3 user reviews,1,2,3
1623,865410,0,0,No user reviews,0,0,0
1624,1799570,0,0,No user reviews,0,0,0
1625,1811290,2,0,2 user reviews,2,0,2
1626,1530580,0,0,No user reviews,0,0,0
1627,1788960,1,0,4 user reviews,3,1,4
1628,1551360,20,8,Very Positive,37629,4614,42243
1629,1787170,0,0,No user reviews,0,0,0
1630,1423600,2,8,Very Positive,150,12,162
1631,1404030,6,0,6 user reviews,5,1,6
1632,1773200,1,7,Positive,16,2,18
1633,1766150,6,0,6 user reviews,6,0,6
1634,1788860,2,0,2 user reviews,1,1,2
1635,1796910,12,5,Mixed,7,5,12
1636,1678360,1,0,1 user reviews,0,1,1
1637,1564410,0,0,No user reviews,0,0,0
1638,1761450,8,0,8 user reviews,8,0,8
1639,1467670,0,0,No user reviews,0,0,0
1640,1777830,20,8,Very Positive,90,4,94
1641,1066470,12,7,Positive,12,0,12
1642,919010,0,0,No user reviews,0,0,0
1643,1731470,5,0,5 user reviews,5,0,5
1644,1706310,1,7,Positive,18,2,20
1645,1603260,1,7,Positive,23,3,26
1646,1773320,20,7,Positive,30,5,35
1647,1799180,14,7,Positive,14,0,14
1648,1668950,3,0,3 user reviews,3,0,3
1649,1792860,0,0,No user reviews,0,0,0
1650,1789440,2,0,2 user reviews,2,0,2
1651,1333490,3,8,Very Positive,74,10,84
1652,1788700,0,0,No user reviews,0,0,0
1653,1450210,0,0,No user reviews,0,0,0
1654,1788620,1,0,1 user reviews,0,1,1
1655,1780900,2,0,2 user reviews,2,0,2
1656,1776120,0,0,No user reviews,0,0,0
1657,1748610,1,8,Very Positive,174,10,184
1658,1779660,2,0,2 user reviews,1,1,2
1659,1791460,9,0,9 user reviews,9,0,9
1660,1794920,6,0,6 user reviews,3,3,6
1661,1691370,0,0,No user reviews,0,0,0
1662,1784410,0,0,No user reviews,0,0,0
1663,1790860,0,0,No user reviews,0,0,0
1664,1432650,20,7,Positive,46,3,49
1665,1770850,1,0,1 user reviews,1,0,1
1666,1778190,3,0,3 user reviews,2,1,3
1667,1752610,16,7,Positive,15,1,16
1668,1791090,1,0,1 user reviews,1,0,1
1669,1761040,2,0,2 user reviews,2,0,2
1670,1742060,1,0,1 user reviews,1,0,1
1671,1759220,0,0,No user reviews,0,0,0
1672,1777100,0,0,No user reviews,0,0,0
1673,1720140,0,0,No user reviews,0,0,0
1674,1770550,3,8,Very Positive,60,7,67
1675,1598190,5,0,5 user reviews,5,0,5
1676,1797580,3,0,3 user reviews,2,1,3
1677,1228570,2,5,Mixed,20,30,50
1678,1740760,20,7,Positive,27,4,31
1679,1736300,20,7,Positive,28,4,32
1680,1750900,2,0,2 user reviews,2,0,2
1681,679700,0,0,No user reviews,0,0,0
1682,1461230,1,0,1 user reviews,1,0,1
1683,1719670,2,0,2 user reviews,2,0,2
1684,1794620,0,0,No user reviews,0,0,0
1685,1769760,2,0,2 user reviews,1,1,2
1686,1802720,2,8,Very Positive,58,4,62
1687,1683200,10,7,Positive,9,1,10
1688,1773830,8,0,8 user reviews,4,4,8
1689,1784220,20,7,Positive,20,0,20
1690,1792380,0,0,No user reviews,0,0,0
1691,1777930,2,0,7 user reviews,5,2,7
1692,1721480,0,0,No user reviews,0,0,0
1693,1705760,0,0,No user reviews,0,0,0
1694,1787670,5,0,5 user reviews,3,2,5
1695,1782970,1,0,7 user reviews,6,1,7
1696,1745620,9,0,9 user reviews,7,2,9
1697,1787650,8,0,8 user reviews,5,3,8
1698,1275210,0,0,No user reviews,0,0,0
1699,1752090,1,0,8 user reviews,8,0,8
1700,1386310,4,0,4 user reviews,3,1,4
1701,1659210,1,5,Mixed,46,25,71
1702,1713680,2,5,Mixed,12,12,24
1703,1772070,1,0,1 user reviews,1,0,1
1704,1810430,4,0,4 user reviews,4,0,4
1705,1792790,1,0,1 user reviews,0,1,1
1706,1593280,1,8,Very Positive,42,8,50
1707,1055610,3,8,Very Positive,227,40,267
1708,1693090,8,0,8 user reviews,7,1,8
1709,1797610,1,7,Positive,22,2,24
1710,1547320,1,0,4 user reviews,3,1,4
1711,1788970,3,0,3 user reviews,3,0,3
1712,1788980,1,0,1 user reviews,0,1,1
1713,1708970,7,0,7 user reviews,7,0,7
1714,1547890,6,8,Very Positive,1057,99,1156
1715,1778090,7,0,7 user reviews,1,6,7
1716,1782070,0,0,No user reviews,0,0,0
1717,1782080,0,0,No user reviews,0,0,0
1718,1524530,2,6,Mostly Positive,43,14,57
1719,1748310,0,0,No user reviews,0,0,0
1720,1795560,7,0,7 user reviews,6,1,7
1721,1743010,14,5,Mixed,8,6,14
1722,1631790,1,5,Mixed,16,12,28
1723,1568210,9,0,9 user reviews,9,0,9
1724,1508440,2,0,2 user reviews,2,0,2
1725,1794160,1,0,1 user reviews,0,1,1
1726,1133060,7,8,Very Positive,155,21,176
1727,1683680,5,0,5 user reviews,3,2,5
1728,1434320,10,5,Mixed,4,6,10
1729,1795340,2,0,2 user reviews,1,1,2
1730,1741260,1,0,1 user reviews,0,1,1
1731,1797250,5,0,5 user reviews,3,2,5
1732,1780720,1,0,4 user reviews,4,0,4
1733,1479480,1,0,1 user reviews,0,1,1
1734,1794520,7,0,7 user reviews,7,0,7
1735,1810600,1,0,3 user reviews,3,0,3
1736,1786770,0,0,No user reviews,0,0,0
1737,1764960,6,0,6 user reviews,4,2,6
1738,1578050,0,0,No user reviews,0,0,0
1739,1780990,0,0,No user reviews,0,0,0
1740,1648900,0,0,No user reviews,0,0,0
1741,1787140,1,0,1 user reviews,0,1,1
1742,1433870,1,0,8 user reviews,8,0,8
1743,1779650,1,0,1 user reviews,1,0,1
1744,1721510,1,0,1 user reviews,1,0,1
1745,1737150,0,0,No user reviews,0,0,0
1746,1711540,3,0,3 user reviews,2,1,3
1747,1788100,1,7,Positive,17,4,21
1748,1393210,1,7,Positive,44,0,44
1749,1793110,0,0,No user reviews,0,0,0
1750,1738420,1,7,Positive,17,2,19
1751,1662270,5,0,5 user reviews,3,2,5
1752,1715000,2,6,Mostly Positive,12,5,17
1753,1746230,0,0,No user reviews,0,0,0
1754,728090,0,0,No user reviews,0,0,0
1755,1790690,0,0,No user reviews,0,0,0
1756,1491510,20,7,Positive,21,2,23
1757,1631600,11,6,Mostly Positive,8,3,11
1758,589450,12,6,Mostly Positive,9,3,12
1759,1570510,1,7,Positive,29,5,34
1760,1788720,0,0,No user reviews,0,0,0
1761,1782620,3,0,3 user reviews,3,0,3
1762,1622830,1,0,1 user reviews,0,1,1
1763,1674670,0,0,No user reviews,0,0,0
1764,1765510,0,0,No user reviews,0,0,0
1765,1787600,7,0,7 user reviews,2,5,7
1766,1791300,0,0,No user reviews,0,0,0
1767,1756510,0,0,No user reviews,0,0,0
1768,1310970,1,6,Mostly Positive,18,6,24
1769,1773840,2,0,2 user reviews,2,0,2
1770,1668080,3,5,Mixed,44,56,100
1771,842180,6,8,Very Positive,367,69,436
1772,1794470,7,6,Mostly Positive,187,54,241
1773,1787420,3,0,3 user reviews,2,1,3
1774,1325900,4,8,Very Positive,205,28,233
1775,1796440,1,0,1 user reviews,1,0,1
1776,1796510,0,0,No user reviews,0,0,0
1777,1794020,2,0,2 user reviews,1,1,2
1778,1777010,1,0,1 user reviews,1,0,1
1779,1274560,1,0,1 user reviews,1,0,1
1780,1628760,3,0,3 user reviews,3,0,3
1781,1572460,0,0,No user reviews,0,0,0
1782,1550470,0,0,No user reviews,0,0,0
1783,1736400,20,5,Mixed,27,22,49
1784,1776500,0,0,No user reviews,0,0,0
1785,1794740,3,0,3 user reviews,2,1,3
1786,1793060,0,0,No user reviews,0,0,0
1787,1785460,0,0,No user reviews,0,0,0
1788,1763740,0,0,No user reviews,0,0,0
1789,1793210,1,0,1 user reviews,0,1,1
1790,1779190,1,7,Positive,10,1,11
1791,1780260,2,0,2 user reviews,2,0,2
1792,1262040,1,7,Positive,44,1,45
1793,1192700,1,0,7 user reviews,1,6,7
1794,1681360,0,0,No user reviews,0,0,0
1795,1719080,0,0,No user reviews,0,0,0
1796,1617880,0,0,No user reviews,0,0,0
1797,1667270,1,7,Positive,12,3,15
1798,977400,0,0,No user reviews,0,0,0
1799,1790960,1,0,1 user reviews,0,1,1
1800,1690730,0,0,No user reviews,0,0,0
1801,1058800,1,6,Mostly Positive,34,12,46
1802,1796610,1,0,1 user reviews,1,0,1
1803,1699120,1,0,1 user reviews,1,0,1
1804,1125240,10,9,Overwhelmingly Positive,558,16,574
1805,1782000,0,0,No user reviews,0,0,0
1806,1584830,1,8,Very Positive,94,3,97
1807,1301950,1,8,Very Positive,65,12,77
1808,1661260,0,0,No user reviews,0,0,0
1809,1490840,1,6,Mostly Positive,103,44,147
1810,1771340,4,0,4 user reviews,3,1,4
1811,1166910,0,0,No user reviews,0,0,0
1812,1596440,3,8,Very Positive,53,9,62
1813,1499310,0,0,No user reviews,0,0,0
1814,1780960,1,0,1 user reviews,1,0,1
1815,1791400,6,0,6 user reviews,6,0,6
1816,1158980,0,0,No user reviews,0,0,0
1817,1740730,0,0,No user reviews,0,0,0
1818,1403520,2,5,Mixed,6,5,11
1819,1787860,1,0,1 user reviews,0,1,1
1820,1766300,0,0,No user reviews,0,0,0
1821,1794690,4,0,4 user reviews,4,0,4
1822,1637140,20,8,Very Positive,57,1,58
1823,1776800,2,0,2 user reviews,2,0,2
1824,1576970,6,0,6 user reviews,4,2,6
1825,1747220,1,0,3 user reviews,3,0,3
1826,1758640,1,0,1 user reviews,1,0,1
1827,1713550,1,0,1 user reviews,0,1,1
1828,1420510,2,6,Mostly Positive,19,5,24
1829,1568470,1,0,1 user reviews,0,1,1
1830,1719390,19,6,Mostly Positive,15,4,19
1831,648168,0,0,No user reviews,0,0,0
1832,1792450,0,0,No user reviews,0,0,0
1833,1109160,3,5,Mixed,57,25,82
1834,887450,3,6,Mostly Positive,106,36,142
1835,1559460,7,0,7 user reviews,7,0,7
1836,1358090,5,8,Very Positive,216,9,225
1837,1765470,1,0,1 user reviews,1,0,1
1838,1781710,1,5,Mixed,8,4,12
1839,1687190,10,7,Positive,10,0,10
1840,1565150,2,0,2 user reviews,2,0,2
1841,946720,9,5,Mixed,686,305,991
1842,1695680,1,0,1 user reviews,1,0,1
1843,1548750,1,8,Very Positive,89,15,104
1844,1739970,0,0,No user reviews,0,0,0
1845,1777800,0,0,No user reviews,0,0,0
1846,1787990,0,0,No user reviews,0,0,0
1847,1778760,0,0,No user reviews,0,0,0
1848,1575380,2,0,2 user reviews,2,0,2
1849,1135690,20,8,Very Positive,10229,868,11097
1850,1766650,2,0,2 user reviews,2,0,2
1851,1557480,2,6,Mostly Positive,128,53,181
1852,1792070,0,0,No user reviews,0,0,0
1853,1765820,16,7,Positive,15,1,16
1854,1790420,0,0,No user reviews,0,0,0
1855,1498600,6,0,6 user reviews,6,0,6
1856,1592520,1,7,Positive,39,2,41
1857,1406850,6,8,Very Positive,188,8,196
1858,600100,7,0,7 user reviews,3,4,7
1859,1767700,12,7,Positive,12,0,12
1860,953880,6,6,Mostly Positive,1202,317,1519
1861,1781980,1,0,1 user reviews,1,0,1
1862,1355450,2,0,2 user reviews,1,1,2
1863,1781350,1,7,Positive,13,1,14
1864,1792230,3,0,3 user reviews,3,0,3
1865,1501850,1,0,1 user reviews,0,1,1
1866,1584500,2,0,2 user reviews,2,0,2
1867,1642480,0,0,No user reviews,0,0,0
1868,1245540,4,8,Very Positive,170,18,188
1869,1202140,1,0,5 user reviews,3,2,5
1870,1445240,0,0,No user reviews,0,0,0
1871,1740540,0,0,No user reviews,0,0,0
1872,1772130,0,0,No user reviews,0,0,0
1873,1594310,2,0,2 user reviews,1,1,2
1874,1647740,8,0,8 user reviews,8,0,8
1875,1779590,2,0,2 user reviews,2,0,2
1876,1771550,0,0,No user reviews,0,0,0
1877,1715660,0,0,No user reviews,0,0,0
1878,1572220,3,0,3 user reviews,3,0,3
1879,1741640,2,8,Very Positive,294,11,305
1880,1788800,0,0,No user reviews,0,0,0
1881,1775840,0,0,No user reviews,0,0,0
1882,1744460,3,0,3 user reviews,3,0,3
1883,1597730,8,8,Very Positive,311,2,313
1884,1772270,2,0,2 user reviews,2,0,2
1885,1790630,1,7,Positive,12,3,15
1886,1793780,0,0,No user reviews,0,0,0
1887,1582210,0,0,No user reviews,0,0,0
1888,1693010,1,0,1 user reviews,1,0,1
1889,1722100,3,0,3 user reviews,3,0,3
1890,1759210,2,0,2 user reviews,0,2,2
1891,1778310,0,0,No user reviews,0,0,0
1892,1588300,0,0,No user reviews,0,0,0
1893,1780150,0,0,No user reviews,0,0,0
1894,1442840,20,7,Positive,21,1,22
1895,1606770,6,0,6 user reviews,4,2,6
1896,1779810,6,0,6 user reviews,6,0,6
1897,1779240,1,0,1 user reviews,1,0,1
1898,1747110,1,0,1 user reviews,1,0,1
1899,1777950,0,0,No user reviews,0,0,0
1900,1791640,4,0,4 user reviews,4,0,4
1901,1749940,0,0,No user reviews,0,0,0
1902,1693580,1,0,1 user reviews,0,1,1
1903,1778100,3,0,3 user reviews,3,0,3
1904,1805340,0,0,No user reviews,0,0,0
1905,1744910,1,8,Very Positive,109,24,133
1906,1641100,1,5,Mixed,9,5,14
1907,603660,6,0,6 user reviews,6,0,6
1908,1757240,2,0,2 user reviews,2,0,2
1909,1791880,0,0,No user reviews,0,0,0
1910,1782130,3,0,3 user reviews,3,0,3
1911,1786330,1,0,1 user reviews,1,0,1
1912,1785600,0,0,No user reviews,0,0,0
1913,1775100,1,0,1 user reviews,1,0,1
1914,1791870,8,0,8 user reviews,6,2,8
1915,1778130,1,0,1 user reviews,1,0,1
1916,1788220,0,0,No user reviews,0,0,0
1917,1768800,1,0,1 user reviews,1,0,1
1918,1570860,1,0,4 user reviews,2,2,4
1919,417020,3,0,3 user reviews,3,0,3
1920,1492210,1,7,Positive,12,1,13
1921,1249680,2,0,2 user reviews,2,0,2
1922,1786570,0,0,No user reviews,0,0,0
1923,1735400,0,0,No user reviews,0,0,0
1924,1490980,2,7,Positive,42,1,43
1925,1536260,1,0,1 user reviews,0,1,1
1926,1783490,9,0,9 user reviews,9,0,9
1927,1361000,16,6,Mostly Positive,3237,953,4190
1928,1521780,1,0,1 user reviews,0,1,1
1929,1640120,0,0,No user reviews,0,0,0
1930,1754150,1,5,Mixed,13,17,30
1931,1758950,0,0,No user reviews,0,0,0
1932,1658210,1,0,1 user reviews,1,0,1
1933,1680530,1,0,2 user reviews,2,0,2
1934,1383160,13,6,Mostly Positive,10,3,13
1935,1772340,1,0,1 user reviews,1,0,1
1936,811970,6,0,6 user reviews,6,0,6
1937,1777160,5,0,5 user reviews,5,0,5
1938,1566220,1,5,Mixed,14,8,22
1939,1770460,1,8,Very Positive,48,4,52
1940,970220,1,7,Positive,11,0,11
1941,1784130,0,0,No user reviews,0,0,0
1942,459840,1,7,Positive,37,0,37
1943,1780270,20,6,Mostly Positive,38,10,48
1944,1739130,0,0,No user reviews,0,0,0
1945,1805100,3,0,3 user reviews,1,2,3
1946,1685520,1,0,1 user reviews,0,1,1
1947,1463970,1,0,1 user reviews,0,1,1
1948,1752600,0,0,No user reviews,0,0,0
1949,1766830,1,0,1 user reviews,1,0,1
1950,1766440,2,0,2 user reviews,1,1,2
1951,1727220,11,7,Positive,11,0,11
1952,1548800,1,0,9 user reviews,9,0,9
1953,1757690,0,0,No user reviews,0,0,0
1954,1462190,1,0,1 user reviews,0,1,1
1955,1789300,0,0,No user reviews,0,0,0
1956,1788760,1,0,1 user reviews,0,1,1
1957,1784100,0,0,No user reviews,0,0,0
1958,1665500,3,8,Very Positive,207,4,211
1959,1740010,4,0,4 user reviews,4,0,4
1960,1781230,3,0,3 user reviews,3,0,3
1961,1780340,3,0,3 user reviews,3,0,3
1962,1777380,4,0,4 user reviews,4,0,4
1963,1768990,0,0,No user reviews,0,0,0
1964,1782210,0,0,No user reviews,0,0,0
1965,1488860,20,7,Positive,29,7,36
1966,1775980,0,0,No user reviews,0,0,0
1967,1787770,0,0,No user reviews,0,0,0
1968,1780010,2,0,2 user reviews,1,1,2
1969,1787730,0,0,No user reviews,0,0,0
1970,1463420,9,0,9 user reviews,7,2,9
1971,1408050,4,0,4 user reviews,3,1,4
1972,1742170,3,0,3 user reviews,2,1,3
1973,1697790,1,0,1 user reviews,0,1,1
1974,1786800,3,0,3 user reviews,0,3,3
1975,1790580,1,0,1 user reviews,1,0,1
1976,1098130,0,0,No user reviews,0,0,0
1977,1635600,7,0,7 user reviews,6,1,7
1978,1786680,0,0,No user reviews,0,0,0
1979,1779680,0,0,No user reviews,0,0,0
1980,1779770,0,0,No user reviews,0,0,0
1981,1235450,3,0,3 user reviews,2,1,3
1982,1759460,0,0,No user reviews,0,0,0
1983,1748340,4,0,4 user reviews,3,1,4
1984,1701140,20,7,Positive,29,5,34
1985,1617390,6,0,6 user reviews,3,3,6
1986,1758340,1,0,2 user reviews,0,2,2
1987,1758460,0,0,No user reviews,0,0,0
1988,1787050,1,0,1 user reviews,0,1,1
1989,1518750,0,0,No user reviews,0,0,0
1990,1778560,0,0,No user reviews,0,0,0
1991,1748400,0,0,No user reviews,0,0,0
1992,1783700,6,0,6 user reviews,6,0,6
1993,1774650,6,0,6 user reviews,3,3,6
1994,1754170,0,0,No user reviews,0,0,0
1995,1749480,1,0,1 user reviews,1,0,1
1996,1598210,19,7,Positive,18,1,19
1997,1605600,7,0,7 user reviews,4,3,7
1998,905970,3,8,Very Positive,244,27,271
1999,1220460,2,0,2 user reviews,2,0,2
2000,1789270,1,7,Positive,12,3,15
2001,1765180,7,0,7 user reviews,5,2,7
2002,1787030,0,0,No user reviews,0,0,0
2003,1778040,2,0,2 user reviews,1,1,2
2004,1449500,6,5,Mixed,80,48,128
2005,1750570,7,8,Very Positive,479,80,559
2006,1151250,1,6,Mostly Positive,68,23,91
2007,1293510,0,0,No user reviews,0,0,0
2008,1568620,4,8,Very Positive,95,15,110
2009,1113570,3,8,Very Positive,398,87,485
2010,1466860,20,8,Very Positive,12236,2007,14243
2011,1059740,8,0,8 user reviews,6,2,8
2012,1782260,4,0,4 user reviews,4,0,4
2013,1782270,5,0,5 user reviews,4,1,5
2014,1266100,1,8,Very Positive,151,8,159
2015,314430,1,0,1 user reviews,1,0,1
2016,1784730,17,7,Positive,15,2,17
2017,1159560,4,8,Very Positive,673,51,724
2018,561660,3,0,3 user reviews,3,0,3
2019,1786660,3,0,3 user reviews,3,0,3
2020,1206060,6,8,Very Positive,542,63,605
2021,1784950,1,0,1 user reviews,1,0,1
2022,1683620,5,0,5 user reviews,5,0,5
2023,1033000,1,7,Positive,11,1,12
2024,1358530,1,5,Mixed,20,10,30
2025,1738140,0,0,No user reviews,0,0,0
2026,1658310,6,6,Mostly Positive,36,14,50
2027,1721620,1,0,1 user reviews,1,0,1
2028,1665200,10,7,Positive,10,0,10
2029,745730,2,7,Positive,14,2,16
2030,1771930,1,0,2 user reviews,2,0,2
2031,1781040,3,0,3 user reviews,0,3,3
2032,1775170,1,0,1 user reviews,0,1,1
2033,1468220,11,7,Positive,10,1,11
2034,1778120,0,0,No user reviews,0,0,0
2035,1714180,17,7,Positive,16,1,17
2036,1749420,3,0,3 user reviews,3,0,3
2037,1464010,11,7,Positive,11,0,11
2038,1802340,2,0,2 user reviews,2,0,2
2039,1439300,4,4,Mostly Negative,91,261,352
2040,1777960,1,0,1 user reviews,0,1,1
2041,1543520,1,7,Positive,21,0,21
2042,1732190,1,8,Very Positive,738,132,870
2043,1597710,20,5,Mixed,14,7,21
2044,1761680,0,0,No user reviews,0,0,0
2045,898750,2,9,Overwhelmingly Positive,1120,44,1164
2046,1681040,11,7,Positive,11,0,11
2047,1657150,2,0,2 user reviews,2,0,2
2048,1760040,10,7,Positive,10,0,10
2049,1393660,15,7,Positive,12,3,15
2050,1786960,4,0,4 user reviews,2,2,4
2051,1757760,1,6,Mostly Positive,42,18,60
2052,1211050,0,0,No user reviews,0,0,0
2053,1771070,1,8,Very Positive,73,2,75
2054,1787640,2,0,2 user reviews,1,1,2
2055,1782640,0,0,No user reviews,0,0,0
2056,1406710,1,0,1 user reviews,1,0,1
2057,1760420,0,0,No user reviews,0,0,0
2058,1603920,1,0,4 user reviews,2,2,4
2059,1779270,1,0,1 user reviews,0,1,1
2060,1772230,0,0,No user reviews,0,0,0
2061,1765480,0,0,No user reviews,0,0,0
2062,1342810,20,5,Mixed,19,22,41
2063,1767610,0,0,No user reviews,0,0,0
2064,1700130,4,0,4 user reviews,3,1,4
2065,1722410,1,0,1 user reviews,0,1,1
2066,1409560,2,0,2 user reviews,2,0,2
2067,1760980,19,5,Mixed,13,6,19
2068,986920,1,0,1 user reviews,1,0,1
2069,1783910,1,0,1 user reviews,1,0,1
2070,1551770,1,0,3 user reviews,3,0,3
2071,1788940,20,6,Mostly Positive,17,6,23
2072,1669890,0,0,No user reviews,0,0,0
2073,1775000,0,0,No user reviews,0,0,0
2074,1778890,1,0,1 user reviews,0,1,1
2075,1717410,18,6,Mostly Positive,14,4,18
2076,1652990,1,0,1 user reviews,1,0,1
2077,1765730,0,0,No user reviews,0,0,0
2078,1779940,1,0,1 user reviews,1,0,1
2079,1361400,1,6,Mostly Positive,145,55,200
2080,1764390,20,9,Overwhelmingly Positive,1665,29,1694
2081,1502560,1,7,Positive,43,4,47
2082,1772780,5,0,5 user reviews,5,0,5
2083,1538850,3,8,Very Positive,82,4,86
2084,1395270,6,0,6 user reviews,6,0,6
2085,1192630,0,0,No user reviews,0,0,0
2086,1088850,20,8,Very Positive,10584,592,11176
2087,1759400,0,0,No user reviews,0,0,0
2088,1599000,20,7,Positive,31,1,32
2089,1395120,18,7,Positive,17,1,18
2090,1225820,1,5,Mixed,12,7,19
2091,1747670,1,7,Positive,18,0,18
2092,1395030,4,8,Very Positive,210,16,226
2093,1563160,20,6,Mostly Positive,32,11,43
2094,1421200,0,0,No user reviews,0,0,0
2095,1480040,0,0,No user reviews,0,0,0
2096,1739000,1,6,Mostly Positive,113,29,142
2097,1531250,1,6,Mostly Positive,63,16,79
2098,1374580,1,7,Positive,16,4,20
2099,1783090,2,0,2 user reviews,2,0,2
2100,1784020,0,0,No user reviews,0,0,0
2101,1600450,3,0,3 user reviews,1,2,3
2102,1181300,11,7,Positive,11,0,11
2103,1783350,0,0,No user reviews,0,0,0
2104,1785260,2,0,2 user reviews,2,0,2
2105,751940,0,0,No user reviews,0,0,0
2106,1740990,1,0,1 user reviews,1,0,1
2107,1289470,1,0,1 user reviews,0,1,1
2108,1080010,1,8,Very Positive,44,6,50
2109,1730150,1,0,1 user reviews,1,0,1
2110,1787010,8,0,8 user reviews,7,1,8
2111,1758070,0,0,No user reviews,0,0,0
2112,1786300,1,0,1 user reviews,1,0,1
2113,1786290,0,0,No user reviews,0,0,0
2114,1786280,1,0,1 user reviews,1,0,1
2115,1786270,0,0,No user reviews,0,0,0
2116,1786260,0,0,No user reviews,0,0,0
2117,1786250,0,0,No user reviews,0,0,0
2118,1778780,2,0,5 user reviews,5,0,5
2119,1798220,1,0,1 user reviews,1,0,1
2120,1456260,2,0,2 user reviews,2,0,2
2121,563410,10,7,Positive,10,0,10
2122,1719980,1,0,1 user reviews,1,0,1
2123,1619830,0,0,No user reviews,0,0,0
2124,1763210,0,0,No user reviews,0,0,0
2125,1203960,10,5,Mixed,4,6,10
2126,1715160,1,7,Positive,24,1,25
2127,1720800,6,0,6 user reviews,6,0,6
2128,1567200,1,6,Mostly Positive,39,10,49
2129,1785700,1,0,6 user reviews,4,2,6
2130,1770180,0,0,No user reviews,0,0,0
2131,1719990,3,0,3 user reviews,3,0,3
2132,1782380,0,0,No user reviews,0,0,0
2133,1684170,5,8,Very Positive,369,55,424
2134,1737840,1,0,1 user reviews,0,1,1
2135,1771960,1,0,1 user reviews,1,0,1
2136,1737620,10,7,Positive,9,1,10
